ngo_name,unique_id,registered_with,type_of_ngo,registration_number,copy_of_registration_certificate,copy_of_pan_card,act_name,city_of_registration,state_of_registration,registration_date,key_issues,operational_areas_states,operational_areas_districts,FCRA_details,FCRA_registration_num,details_of_achievement,contact_details_address,contact_details_city,contact_details_state,contact_details_telephone,contact_details_website,contact_details_email,members_names_designations,members_names_pan_availability,members_names_aadhar_availability,source_of_funds_amount_sanctioned,source_of_funds_department_name,source_of_funds_source,source_of_funds_purpose,sector_number,ngo_num,page_num,page_num_total
Yuva Prenena Seva Samiti (YPSS),UP/2019/0245143,Registrar of Societies,Registered Societies (Non-Government),G-36248,Available,Available,"Act21,under 1860",Gorakhpur,UTTAR PRADESH,17-05-2004,"Agriculture,Art &amp; Culture,Children,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Health &amp; Family Welfare,HIV/AIDS,Labour &amp; Employment,Nutrition,Science &amp; Technology,Vocational Training,Youth Affairs,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Gorakhpur, Banda, Chitrakoot, Siddharthnagar, Kushinagar, Deoria",Not Available,Not Available,Not Available,"Chote Kajipur near Mali Tolapost sadar Gorakhpur
Uttar Pradesh 273001",Gorakhpur,UTTAR PRADESH,Not Available,Not Available,ypssgkp2004(at)gmail[dot]com,"{' Sunidhi Gupta': 'President', ' kirti gupta': 'Secretary', ' NAMITA GUPTA': 'Vice President'}","{' Sunidhi Gupta': 'Available', ' kirti gupta': 'Available', ' NAMITA GUPTA': 'Available'}","{' Sunidhi Gupta': 'Available', ' kirti gupta': 'Available', ' NAMITA GUPTA': 'Available'}","{'2019-2020': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2019-2020': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2019-2020': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other'}","{'2019-2020': 'We have received fund from friensd for educate poor people.', '2016-2017': 'Grant not received', '2017-2018': 'grant not received', '2018-2019': 'Grant not received'}",34,69,195,100
Yuva Sahayta Samiti,UP/2017/0160175,Registrar of Societies,Registered Societies (Non-Government),2648,Available,Available,21 1860,Lucknow,UTTAR PRADESH,15-12-2009,Art &amp; Culture,UTTAR PRADESH,UTTAR PRADESH-&gt;Lucknow,Not Available,Not Available,health education environment training culture skill development seminar awareness etc,569 CHA/414 Prem Nagar Lucknow,Lucknow,UTTAR PRADESH,Not Available,Not Available,shivendrasingh45(at)gmail[dot]com,"{' shivendra singh': 'President', ' S K Bharti': 'Vice President', ' Piyush Kumar': 'Treasurer'}","{' shivendra singh': 'Available', ' S K Bharti': 'Available', ' Piyush Kumar': 'Available'}","{' shivendra singh': 'Available', ' S K Bharti': 'Available', ' Piyush Kumar': 'Available'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified'}","{'2013-2014': 'Any Other', '2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other'}","{'2013-2014': 'Society have no receive  any fund.', '2014-2015': 'Society have no receive  any fund.', '2015-2016': 'Society have no receive  any fund.', '2016-2017': 'Society have no receive  any fund.'}",34,70,195,100
Yuva Sakti Social Welfare Society,UP/2017/0156662,Registrar of Societies,Registered Societies (Non-Government),1252,Available,Available,1860,faizabad,UTTAR PRADESH,21-08-2016,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Children,Civic Issues,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Food Processing,HIV/AIDS,Human Rights,Information &amp; Communication Technology,Legal Awareness &amp; Aid,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Nutrition,Panchayati Raj,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Sports,Urban Development &amp; Poverty Alleviation,Vocational Training,Water Resources",UTTAR PRADESH,UTTAR PRADESH-&gt;Faizabad,Not Available,Not Available,TRAINED THE STUDENT UNDER  PMGDISHA PROJECT ,"H.NO-426 NEELAMA BHAWAN,VILL-BAWAN,POST-KUMARGANJ,TEHSIL-MILKIPUR DIST-FAIZABAD-224229",faizabad,UTTAR PRADESH,Not Available,Not Available,Yuvasakti1252(at)gmail[dot]com,"{' AJAY BHAN SINGH': 'Member', ' SHUBHAM SINGH': 'President', ' SHIVAM SINGH': 'General Manager'}","{' AJAY BHAN SINGH': 'Available', ' SHUBHAM SINGH': 'Available', ' SHIVAM SINGH': 'Available'}","{' AJAY BHAN SINGH': 'Available', ' SHUBHAM SINGH': 'Available', ' SHIVAM SINGH': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2016-2017': 'NGO IS NEW', '2017-2018': 'NGO IS NEW'}",34,71,195,100
Yuva samaj seva sansthan,UP/2022/0308741,Registrar of Societies,Registered Societies (Non-Government),AMB/11571/2021-2022,Available,Available,1860,JAHANGIRGANJ,UTTAR PRADESH,01-01-2022,"Agriculture,Art &amp; Culture,Biotechnology,Children,Civic Issues,Education &amp; Literacy,Environment &amp; Forests,Health &amp; Family Welfare,Housing,Micro Small &amp; Medium Enterprises,Sports,Tourism,Tribal Affairs,Women's Development &amp; Empowerment,Youth Affairs,Skill Development",Not Available,Not Available,Not Available,Not Available,Not Available,"VISHWANATH PUR,POST-NARIYAVAN,AALAPUR,AMBEDKAR NAGAR JAHANGIRGANJ,UTTAR PRADESH-224147
",JAHANGIRGANJ,UTTAR PRADESH,Not Available,Not Available,yuvasamajasevasansthana(at)gmail[dot]com,"{' ADITYA MISHRA': 'President', ' BHOOMNATH MISHRA': 'Secretary', ' DURGAWATI DEVI': 'Treasurer'}","{' ADITYA MISHRA': 'Available', ' BHOOMNATH MISHRA': 'Available', ' DURGAWATI DEVI': 'Available'}","{' ADITYA MISHRA': 'Available', ' BHOOMNATH MISHRA': 'Available', ' DURGAWATI DEVI': 'Available'}",{'2021-2022': 'Not Specified'},{'2021-2022': 'Not Specified'},{'2021-2022': 'Any Other'},{'2021-2022': 'PUBLIC CONTRIBUTION'},34,72,195,100
yuva samaj seva society ,UP/2022/0303468,Registrar of Societies,Registered Societies (Non-Government),MEE/03968,Available,Available,1860,MEERUT,UTTAR PRADESH,15-07-2021,"Children,Drinking Water,Education &amp; Literacy,Food Processing,Health &amp; Family Welfare,Labour &amp; Employment,Sports,Women's Development &amp; Empowerment","UTTAR PRADESH, BIHAR, RAJASTHAN, UTTAR PRADESH","UTTAR PRADESH-&gt;Meerut, BIHAR-&gt;Kaimur (Bhabua), RAJASTHAN-&gt;Banswara , UTTAR PRADESH-&gt;Muzaffarnagar",Not Available,Not Available," to education poor children and tell about pollution, explain cleanliness 
those who do not work, get them to do business on a handcraft like vegetables, flowers or fruits ",H-490 AGWANPUR MAWANA MEERUT,MEERUT,UTTAR PRADESH,Not Available,Not Available,yuvasamajsevasociety(at)gmail[dot]com,"{' KAMRAN KHAN': 'President', ' ZEESHAN': 'Secretary', ' GANIM': 'Treasurer'}","{' KAMRAN KHAN': 'Available', ' ZEESHAN': 'Available', ' GANIM': 'Available'}","{' KAMRAN KHAN': 'Available', ' ZEESHAN': 'Available', ' GANIM': 'Available'}",{'2021-2022': 'Not Specified'},{'2021-2022': 'Not Specified'},{'2021-2022': 'Any Other'},{'2021-2022': 'we did not received any grants'},34,73,195,100
YUVA SAMAJ SEVAK JAN KALYAN SEVA SAMITI,UP/2017/0163379,Registrar of Societies,Registered Societies (Non-Government),5723,Available,Available,SOCIETY REGISTRATION ACT 1860,PILIBHIT,UTTAR PRADESH,30-01-2016,"Children,Civic Issues,Health &amp; Family Welfare,Nutrition,Panchayati Raj",UTTAR PRADESH,UTTAR PRADESH-&gt;Pilibhit,Not Available,Not Available,"SWATCHH BHARAT MISSION
NUTRITION FOR CHILDREN","VILLAGE NAKATIYAPOST VAHANPURDISTT PILIBHIT (UP)
PIN262001",PILIBHIT,UTTAR PRADESH,Not Available,Not Available,yssjksspbtup(at)gmail[dot]com,"{' VED PAL': 'President', ' SANAD KUMAR': 'Member', ' DHARMENDRA SINGH': 'Vice President', ' hari ram ': 'Treasurer', ' PREETAM RAM SHARMA': 'Secretary', ' kiran singh': 'Member', ' MANISHA DEVI': 'Member'}","{' VED PAL': 'Available', ' SANAD KUMAR': 'Available', ' DHARMENDRA SINGH': 'Available', ' hari ram ': 'Available', ' PREETAM RAM SHARMA': 'Available', ' kiran singh': 'Available', ' MANISHA DEVI': 'Available'}","{' VED PAL': 'Available', ' SANAD KUMAR': 'Available', ' DHARMENDRA SINGH': 'Available', ' hari ram ': 'Available', ' PREETAM RAM SHARMA': 'Available', ' kiran singh': 'Available', ' MANISHA DEVI': 'Available'}","{'2017-2018': 'Not Specified', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified'}","{'2017-2018': 'Not Specified', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified'}","{'2017-2018': 'Any Other', '2016-2017': 'Any Other', '2015-2016': 'Any Other'}","{'2017-2018': 'Did not get any programe of Project from any Agency or Govt. Deptt.\nself funded programes.', '2016-2017': 'Did not get any programe of Project from any Agency or Govt. Deptt.\nself funded programes.', '2015-2016': 'Did not get any program of Project from any Agency or Govt. Deptt.\nAll the Programs were organized by the NGO by its members cooperation. '}",34,74,195,100
YUVA SAMAJIK SANSTHA,UP/2022/0305017,Sub-Registrar,Trust (Non-Government),KAP/01810/2021-2022,Available,Available,1860,Saresh  Bag,UTTAR PRADESH,18-06-2021,"Education &amp; Literacy,Women's Development &amp; Empowerment,Health &amp; Family Welfare",UTTAR PRADESH,UTTAR PRADESH-&gt;Kanpur Nagar,Not Available,Not Available,"Women empowerment ,health,
Sanitation, hygienemenstrual awareness,
Student media",Saresh Bag Gadaiyan Purwa Fazalganj,Saresh  Bag,UTTAR PRADESH,Not Available,Not Available,Youasamajsansthan(at)gmail[dot]com,"{' Vinay Kumar': 'Member', ' Deepak': 'Member', ' Rakesh Kumar': 'Member'}","{' Vinay Kumar': 'Available', ' Deepak': 'Available', ' Rakesh Kumar': 'Available'}","{' Vinay Kumar': 'Available', ' Deepak': 'Available', ' Rakesh Kumar': 'Available'}",{'2021-2022': 'Not Specified'},{'2021-2022': 'Not Specified'},{'2021-2022': 'Any Other'},{'2021-2022': 'Public Contribution'},34,75,195,100
YUVA SANKALP SAMITI,UP/2019/0227941,Registrar of Societies,Registered Societies (Non-Government),542,Available,Available,"21,1860",Meerut,UTTAR PRADESH,30-08-2001,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Food Processing,Information &amp; Communication Technology,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,New &amp; Renewable Energy,Urban Development &amp; Poverty Alleviation,Vocational Training",UTTAR PRADESH,UTTAR PRADESH-&gt;Meerut,Not Available,Not Available,"Waste management and Bio energy and bio compost , agriculture and farmers training 
Water and sanitation,  Skill development ,
meditation plantation,","235 ,First Floor, W K Road Meerut Pin250002",Meerut,UTTAR PRADESH,Not Available,Not Available,yuvasankalpmrt(at)gmail[dot]com,"{' ASHWINI TYAGI': 'Secretary', ' VIRENDRA KUMAR TIWARI': 'Joint Secretary', ' Moolchand Tyagi': 'President'}","{' ASHWINI TYAGI': 'Available', ' VIRENDRA KUMAR TIWARI': 'Available', ' Moolchand Tyagi': 'Available'}","{' ASHWINI TYAGI': 'Available', ' VIRENDRA KUMAR TIWARI': 'Available', ' Moolchand Tyagi': 'Available'}","{'2017-2018': '97700', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified', '2018-2019': 'Not Specified'}","{'2017-2018': 'UP Bhasha Sansthan', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified', '2018-2019': 'Not Specified'}","{'2017-2018': 'State', '2016-2017': 'Any Other', '2015-2016': 'Any Other', '2018-2019': 'Any Other'}","{'2017-2018': 'education and awareness project ', '2016-2017': 'education and awareness , agriculture,  skill development , yoga etc', '2015-2016': 'skill development\n', '2018-2019': 'development '}",34,76,195,100
YUVA SANKALP SEVA SAMITI REGD. BUDAUN UTTAR PRADESH,UP/2020/0250940,Registrar of Societies,Registered Societies (Non-Government),73/2011-2012,Available,Available,"SOCIETY REGISTRATION ACT 21,1860 ",BUDAUN,UTTAR PRADESH,27-04-2011,"Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Children,Education &amp; Literacy,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,Labour &amp; Employment,Women's Development &amp; Empowerment,Youth Affairs,Any Other,Dalit Upliftment,HIV/AIDS,Sports,Water Resources",UTTAR PRADESH,UTTAR PRADESH-&gt;Budaun,Not Available,Not Available,We are people for deny single use plastic. How it is harmful for environment. we all visited in many villages and places and cleaned that places and villages we removed all of single use plastic.,MOHALLA SHAHWAZPUR (KRISHNA CHOWK) BUDAUN UTTAR PRADESH ,BUDAUN,UTTAR PRADESH,Not Available,Not Available,ysss[dot]bdn(at)gmail.com,"{' SUDHEER KUMAR KASHYAP': 'President', ' PUNIT KUMAR KASHYAP': 'Secretary', ' YOGENDRA KUMAR SAGAR': 'Treasurer'}","{' SUDHEER KUMAR KASHYAP': 'Available', ' PUNIT KUMAR KASHYAP': 'Available', ' YOGENDRA KUMAR SAGAR': 'Available'}","{' SUDHEER KUMAR KASHYAP': 'Available', ' PUNIT KUMAR KASHYAP': 'Available', ' YOGENDRA KUMAR SAGAR': 'Available'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other'}","{'2015-2016': 'all members and others person Charity and donation.', '2016-2017': 'all samiti members and other person charity contribution. ', '2017-2018': 'samiti all members and other person donation and contributions', '2018-2019': 'ngo  all members and other persons donation and charity contributions.'}",34,77,195,100
YUVA SEVA SAHYOG SAMITI,UP/2021/0287955,Registrar of Societies,Registered Societies (Non-Government),253,Available,Available,ACT21  1860,AZAMGRAH,UTTAR PRADESH,01-07-2014,Not Available,Not Available,Not Available,Not Available,Not Available,1-youth training for social isue 2-training on women empowerment..3work with poor children on education,KASBA VA POST DIDARGANJ TAHSEEL PHOOLPUR DISTRICT AZAMGRAH ,AZAMGRAH,UTTAR PRADESH,Not Available,Not Available,gy396526(at)gmail[dot]com,"{' MANOJ KUMAR GUPTA': 'President', ' Gyan Chand Yadav': 'Secretary', ' Pundrek Yadav': 'Joint Secretary'}","{' MANOJ KUMAR GUPTA': 'Available', ' Gyan Chand Yadav': 'Available', ' Pundrek Yadav': 'Available'}","{' MANOJ KUMAR GUPTA': 'Available', ' Gyan Chand Yadav': 'Available', ' Pundrek Yadav': 'Available'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2017-2018': 'i am not get any type of fund only community contribution', '2018-2019': 'i am not get any type of fund only community contribution', '2019-2020': 'i am not get any type of fund only community contribution', '2020-2021': 'i am not get any type of fund only community contribution'}",34,78,195,100
Yuva Seva Samiti,UP/2020/0263668,Registrar of Societies,Registered Societies (Non-Government),SKN/09758/2019-2020,Available,Available,1860,Sant Kabir Nagar,UTTAR PRADESH,05-02-2020,"Agriculture,Art &amp; Culture,Education &amp; Literacy,Health &amp; Family Welfare,Rural Development &amp; Poverty Alleviation,Urban Development &amp; Poverty Alleviation,Women's Development &amp; Empowerment",UTTAR PRADESH,UTTAR PRADESH-&gt;Sant Kabir Nagar,Not Available,Not Available,Not Available,Sant Kabir Nagar 272126,Sant Kabir Nagar,UTTAR PRADESH,Not Available,Not Available,rizwanmuneer1424(at)gmail[dot]com,"{' Rizwan Muneer': 'President', ' Santosh Kumar': 'Secretary', ' Nafees Ahmad': 'Treasurer'}","{' Rizwan Muneer': 'Available', ' Santosh Kumar': 'Available', ' Nafees Ahmad': 'Available'}","{' Rizwan Muneer': 'Available', ' Santosh Kumar': 'Available', ' Nafees Ahmad': 'Available'}","{'2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2019-2020': 'Public Contribution', '2020-2021': 'Public Contribution'}",34,79,195,100
YUVA SEWA SANSTHAN,UP/2019/0230713,Registrar of Societies,Registered Societies (Non-Government),340/2001-2002,Available,Available,SOCIETY REGISTRATION ACT 1860 UNDER SEC 21,AZAMGARH,UTTAR PRADESH,22-08-2001,"Agriculture,Art &amp; Culture,Children,Dalit Upliftment,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Human Rights,Information &amp; Communication Technology,Labour &amp; Employment,Minority Issues,Panchayati Raj,Rural Development &amp; Poverty Alleviation,Urban Development &amp; Poverty Alleviation,Vocational Training,Women's Development &amp; Empowerment,Youth Affairs",UTTAR PRADESH,"UTTAR PRADESH-&gt;Lucknow, Pratapgarh, Prayagraj, Bara Banki, Faizabad, Ambedkar Nagar, Sultanpur, Sant Kabir Nagar, Gorakhpur, Kushinagar, Deoria, Azamgarh, Mau, Ballia, Jaunpur, Ghazipur, Varanasi, Sant Ravidas Nagar (Bhadohi), Kanshiram Nagar",Not Available,Not Available,"Group formation
Meetings
Training
Workshop 
Advocacy ",VILL PIYAROPUR POST MUBARAKPUR TAHSIL SADAR DISTRICT AZAMGARH UP 276404,AZAMGARH,UTTAR PRADESH,Not Available,Not Available,yuvassorg(at)gmail[dot]com,"{' SUKHDEI': 'Chairman', ' SANGRAM PRASAD NISHAD': 'Secretary', ' CHANDRASHEKHAR': 'Auditor', ' VIJAY KUMAR SAHANI': 'Member', ' patiram sahani': 'Member'}","{' SUKHDEI': 'Available', ' SANGRAM PRASAD NISHAD': 'Available', ' CHANDRASHEKHAR': 'Available', ' VIJAY KUMAR SAHANI': 'Available', ' patiram sahani': 'Available'}","{' SUKHDEI': 'Available', ' SANGRAM PRASAD NISHAD': 'Available', ' CHANDRASHEKHAR': 'Available', ' VIJAY KUMAR SAHANI': 'Available', ' patiram sahani': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2014-2015': 'social welfare', '2015-2016': 'social welfare', '2016-2017': 'social welfare', '2017-2018': 'social welfare'}",34,80,195,100
YUVA SOCIAL WELFARE SOCIETY,UP/2017/0115206,Registrar of Societies,Registered Societies (Non-Government),719/2016-17,Available,Available,1860 SOCIETY ACT,RAMPUR,UTTAR PRADESH,09-09-2016,"Agriculture,Art &amp; Culture,Children,Differently Abled,Dalit Upliftment,Education &amp; Literacy,Environment &amp; Forests,Human Rights,Legal Awareness &amp; Aid,Labour &amp; Employment,Nutrition,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Sports,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Women's Development &amp; Empowerment,Youth Affairs,Micro Finance (SHGs),Scientific &amp; Industrial Research",UTTAR PRADESH,"UTTAR PRADESH-&gt;Bareilly, Lucknow, Moradabad, Rampur, Agra, Farrukhabad",Not Available,Not Available,YOUTH CAREER AWARENESS PROGRAMS CLEAN SOCIETY INITIATIVE,"VILLAGE AND POST DANIYAPUR TEH, SADAR DISTRICT RAMPUR UTTAR PRADESH, PIN CODE 244901",RAMPUR,UTTAR PRADESH,0595-0000000,https://yuvasocialwelfaresociety.site123.me,JITENDRA7662(at)GMAIL[dot]COM,"{' Jitendra Kumar': 'President', ' jagdish sharma': 'Secretary', ' Rajesh Saini': 'Treasurer'}","{' Jitendra Kumar': 'Available', ' jagdish sharma': 'Available', ' Rajesh Saini': 'Available'}","{' Jitendra Kumar': 'Available', ' jagdish sharma': 'Available', ' Rajesh Saini': 'Available'}","{'2018-2019': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2019-2020': 'Not Specified'}","{'2018-2019': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2019-2020': 'Not Specified'}","{'2018-2019': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other', '2019-2020': 'Any Other'}","{'2018-2019': 'Not Available', '2016-2017': 'Self with Group', '2017-2018': 'Self with Group', '2019-2020': 'We self Contibution '}",34,81,195,100
Yuva Study Prashikshan Sewa Sansthan,UP/2017/0151279,Registrar of Societies,Registered Societies (Non-Government),3457,Available,Not Available,1860,Lucknow,UTTAR PRADESH,25-02-2010,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Jumauli Barhi, Vishvas Khand, Gomti Nagar Lucknow",Lucknow,UTTAR PRADESH,Not Available,Not Available,shivam[dot]shukla36(at)gmail.com,"{' Madhu Shukla': 'President', ' Shivam Shukla': 'Secretary', ' Sadanand Shukla': 'Treasurer'}","{' Madhu Shukla': 'Available', ' Shivam Shukla': 'Available', ' Sadanand Shukla': 'Available'}","{' Madhu Shukla': 'Available', ' Shivam Shukla': 'Available', ' Sadanand Shukla': 'Available'}","{'2012-2013': 'Not Specified', '2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified'}","{'2012-2013': 'Not Specified', '2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified'}","{'2012-2013': 'Any Other', '2013-2014': 'Any Other', '2014-2015': 'Any Other', '2015-2016': 'Any Other'}","{'2012-2013': 'Not Available', '2013-2014': 'Not Available', '2014-2015': 'Not Available', '2015-2016': 'Not Available'}",34,82,195,100
YUVA UTHAN SAMITI,UP/2019/0224310,Registrar of Societies,Registered Societies (Non-Government),8399,Available,Available,"ADHINIYAM SANKHYA 21, 1860",LUCKNOW,UTTAR PRADESH,08-08-1997,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Children,Civic Issues,Differently Abled,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Health &amp; Family Welfare,HIV/AIDS,Human Rights,Information &amp; Communication Technology,Micro Small &amp; Medium Enterprises,New &amp; Renewable Energy,Nutrition,Panchayati Raj,Rural Development &amp; Poverty Alleviation,Tourism,Vocational Training,Water Resources,Women's Development &amp; Empowerment,Youth Affairs",UTTAR PRADESH,UTTAR PRADESH-&gt;Lucknow,Not Available,Not Available,Organization had performed its plays in several prestegious theatre festivals and had been felicitated by several organization for its remarkable presentations,"138, JIYAMAU, HAZRATGANJ, LUCKNOW",LUCKNOW,UTTAR PRADESH,Not Available,Not Available,shailendray[dot]audimax(at)rediffmail.com,"{' Shailendra Singh Yadav': 'President', ' Neetu Yadav': 'Secretary', ' Rajendra Kumar Yadav': 'Treasurer'}","{' Shailendra Singh Yadav': 'Available', ' Neetu Yadav': 'Available', ' Rajendra Kumar Yadav': 'Available'}","{' Shailendra Singh Yadav': 'Available', ' Neetu Yadav': 'Available', ' Rajendra Kumar Yadav': 'Available'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2014-2015': 'Not Specified'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2014-2015': 'Not Specified'}","{'2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other', '2014-2015': 'Any Other'}","{'2015-2016': 'Source of income Membership Fee, Donation and Advertisments, Information ', '2016-2017': 'Source of income Membership Fee, Donation and Advertisments, Information ', '2017-2018': 'Source of income Membership Fee, Donation and Advertisments, by Intrest', '2014-2015': 'Membership fee, advertisments and donations.'}",34,83,195,100
YUVA UTTHAN SEVA MANDAL,UP/2018/0207601,Registrar of Societies,Registered Societies (Non-Government),ALL/01329/2018-19,Available,Available,"INDIAN SOCIETIES ACT , 1860",Allahabad,UTTAR PRADESH,27-06-2018,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"VillGaddopurShantipuram , PhaphamauPrayagraj211013",Allahabad,UTTAR PRADESH,Not Available,Not Available,pandeysiddharth471(at)gmail[dot]com,"{' Siddharth Pandey': 'Secretary', ' Udham Singh Yadav': 'President', ' Raj Kumar Singh Yadav': 'Treasurer'}","{' Siddharth Pandey': 'Available', ' Udham Singh Yadav': 'Available', ' Raj Kumar Singh Yadav': 'Available'}","{' Siddharth Pandey': 'Available', ' Udham Singh Yadav': 'Available', ' Raj Kumar Singh Yadav': 'Available'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other', '2021-2022': 'Any Other'}","{'2018-2019': 'NOT RECEIVED ANY GRANT', '2019-2020': 'NOT RECEIVED ANY GRANT', '2020-2021': 'NOT RECEIVED ANY GRANT', '2021-2022': 'NOT RECEIVED ANY GRANT'}",34,84,195,100
YUVA VIKAS SAMITI,UP/2020/0258815,Registrar of Societies,Registered Societies (Non-Government),R/RAE/00603/2020-21,Available,Available,1860,Raebrali,UTTAR PRADESH,03-07-2014,"Agriculture,Art &amp; Culture,Education &amp; Literacy,Health &amp; Family Welfare,Rural Development &amp; Poverty Alleviation,Urban Development &amp; Poverty Alleviation,Women's Development &amp; Empowerment",UTTAR PRADESH,UTTAR PRADESH-&gt;Rae Bareli,Not Available,Not Available,Not Available,Lalganj Raebrali Uttar Pradesh 229206,Raebrali,UTTAR PRADESH,Not Available,Not Available,sid[dot]trivedi85(at)gmail.com,"{' Siddharth Trivedi': 'President', ' Santosh Kumar': 'Secretary', ' Harikesh Agrahari': 'Treasurer'}","{' Siddharth Trivedi': 'Available', ' Santosh Kumar': 'Available', ' Harikesh Agrahari': 'Available'}","{' Siddharth Trivedi': 'Available', ' Santosh Kumar': 'Available', ' Harikesh Agrahari': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2016-2017': 'Public Contribution, Membership Fee', '2017-2018': 'Public Contribution, Membership Fee', '2018-2019': 'Public Contribution, Membership Fee', '2019-2020': 'Public Contribution, Membership Fee'}",34,85,195,100
