ngo_name,unique_id,registered_with,type_of_ngo,registration_number,copy_of_registration_certificate,copy_of_pan_card,act_name,city_of_registration,state_of_registration,registration_date,key_issues,operational_areas_states,operational_areas_districts,FCRA_details,FCRA_registration_num,details_of_achievement,contact_details_address,contact_details_city,contact_details_state,contact_details_telephone,contact_details_website,contact_details_email,members_names_designations,members_names_pan_availability,members_names_aadhar_availability,source_of_funds_amount_sanctioned,source_of_funds_department_name,source_of_funds_source,source_of_funds_purpose,sector_number,ngo_num,page_num,page_num_total
Yeshu Varhi Masihi Samajik Sanskritik Sanstha,UP/2017/0161123,Registrar of Societies,Registered Societies (Non-Government),1181,Available,Available,"Societies Registration Act 21, 1860",Lucknow,UTTAR PRADESH,22-02-2000,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Housing,Human Rights,Information &amp; Communication Technology,Labour &amp; Employment,Land Resources,Legal Awareness &amp; Aid,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Minority Issues,New &amp; Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Scientific &amp; Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Water Resources,Women's Development &amp; Empowerment,Youth Affairs,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Agra, Aligarh, Prayagraj, Ambedkar Nagar, Amethi, Auraiya, Azamgarh, Baghpat, Bahraich, Ballia, Balrampur, Banda, Bara Banki, Bareilly, Basti, Bijnor, Budaun, Bulandshahr , Chandauli, Chitrakoot, Deoria, Etah, Etawah, Faizabad, Farrukhabad, Fatehpur, Firozabad, Gautam Buddha Nagar, Ghaziabad, Ghazipur, Gonda, Gorakhpur, Hamirpur, Hapur, Hardoi, Jalaun , Jaunpur, Jhansi, Jyotiba Phule Nagar, Kannauj, Kanpur Dehat, Kanpur Nagar, Kanshiram Nagar, Kaushambi, Kheri, Kushinagar, Lalitpur, Lucknow, Hathras, Mahoba, Mahrajganj, Mainpuri, Mathura, Mau, Meerut, Mirzapur, Moradabad, Muzaffarnagar, Noida, Pilibhit, Pratapgarh, Rae Bareli, Rampur, Saharanpur, Sambhal, Sant Kabir Nagar, Sant Ravidas Nagar (Bhadohi), Shahjahanpur, Shamli, Shrawasti, Siddharthnagar, Sitapur, Sonbhadra, Sultanpur, Unnao, Varanasi",Not Available,Not Available,Animal Husbandry Dairying and Fisheries Aged Elderly Agriculture Art and Culture Biotechnology Children Civic Issues Differently Abled Disaster Management Dalit Upliftment Drinking Water Education and Literacy Environment and Forests Food Processing Health and Family Welfare HIV AIDS Housing Human Rights Information and Communication Technology Legal Awareness and Aid Labour and Employment Land Resources Micro Finance SHGs Minority Issues Micro Small and Medium Enterprises,"568/8, Kaishalpuri, Alambagh, Lucknow",Lucknow,UTTAR PRADESH,Not Available,Not Available,yeshuvani2(at)gmail[dot]com,"{' Shakuntala Lyall': 'Secretary', ' Manmohan Shyam': 'President', ' Samson Masih': 'Member'}","{' Shakuntala Lyall': 'Available', ' Manmohan Shyam': 'Available', ' Samson Masih': 'Available'}","{' Shakuntala Lyall': 'Available', ' Manmohan Shyam': 'Available', ' Samson Masih': 'Available'}","{'2017-2018': 'Not Specified', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified', '2014-2015': 'Not Specified'}","{'2017-2018': 'Not Specified', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified', '2014-2015': 'Not Specified'}","{'2017-2018': 'Any Other', '2016-2017': 'Any Other', '2015-2016': 'Any Other', '2014-2015': 'Any Other'}","{'2017-2018': 'Not Applicable', '2016-2017': 'Not Applicable', '2015-2016': 'Not Applicable', '2014-2015': 'Not Applicable'}",34,73,194,100
YESS,UP/2021/0293661,Sub-Registrar,Trust (Non-Government),501,Available,Available,The Indian Trust Act 1882,Bareilly,UTTAR PRADESH,24-11-2015,"Agriculture,Education &amp; Literacy,Aged/Elderly,Health &amp; Family Welfare,Labour &amp; Employment,Rural Development &amp; Poverty Alleviation,Vocational Training,Women's Development &amp; Empowerment,Skill Development",UTTAR PRADESH,UTTAR PRADESH-&gt;Bareilly,Not Available,Not Available,"Skills Development
Women Empowerment
Health ","359, Gali No-3 Ganesh Nagar Badaun Road Bareilly",Bareilly,UTTAR PRADESH,Not Available,http://www.yessfoundation.in,dr[dot]prabodhgour(at)gmail.com,"{' Dr. Prabodh Narayan Gour': 'Secretary', ' Dr. Deepti Gour': 'President', ' Dr.Yuvraj Bhatnagar': 'Joint Chairman'}","{' Dr. Prabodh Narayan Gour': 'Available', ' Dr. Deepti Gour': 'Available', ' Dr.Yuvraj Bhatnagar': 'Available'}","{' Dr. Prabodh Narayan Gour': 'Available', ' Dr. Deepti Gour': 'Available', ' Dr.Yuvraj Bhatnagar': 'Available'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2017-2018': 'Not Applied', '2018-2019': 'Not Applied', '2019-2020': 'Not Applied', '2020-2021': 'Not Applied'}",34,74,194,100
YOG ASHRAM ,UP/2018/0192129,Any Other,Trust (Non-Government),413,Available,Available,"Trusts Act, 1882",KANPUR,UTTAR PRADESH,30-12-2017,"Health &amp; Family Welfare,Art &amp; Culture,Children,Education &amp; Literacy,Human Rights,Legal Awareness &amp; Aid,Tourism,Urban Development &amp; Poverty Alleviation,Vocational Training,Youth Affairs",Not Available,Not Available,Not Available,Not Available,"Conducting seminars, Yog shivir conducting training    and creating youth volunteer to supporting this society . ",117/59 M BLOCK KAKADEO,KANPUR,UTTAR PRADESH,Not Available,Not Available,SUPPORT(at)YOGASHRAM[dot]CO.IN,"{' DINESH GAUR': 'Member', ' SATYA PRAKASH SHARMA': 'Chairman', ' SANDEEP KUMAR ': 'Member'}","{' DINESH GAUR': 'Available', ' SATYA PRAKASH SHARMA': 'Available', ' SANDEEP KUMAR ': 'Available'}","{' DINESH GAUR': 'Available', ' SATYA PRAKASH SHARMA': 'Available', ' SANDEEP KUMAR ': 'Available'}",{'2017-2018': 'Not Specified'},{'2017-2018': 'Not Specified'},{'2017-2018': 'Any Other'},{'2017-2018': 'NEW TRUST     '},34,75,194,100
YOG DARPAN FOUNDATION ,UP/2018/0214373,Registrar of Societies,Registered Societies (Non-Government),1513,Available,Available,1860,FAIZABAD,UTTAR PRADESH,27-09-2017,Any Other,UTTAR PRADESH,"UTTAR PRADESH-&gt;Rampur, Ghaziabad, Gautam Buddha Nagar, Mathura, Agra, Bareilly, Pilibhit, Shahjahanpur, Kheri, Sitapur, Hardoi, Unnao, Lucknow, Rae Bareli, Kanpur Dehat, Kanpur Nagar, Chitrakoot, Pratapgarh, Prayagraj, Bara Banki, Faizabad, Ambedkar Nagar, Sultanpur, Bahraich, Shrawasti, Balrampur, Gonda, Siddharthnagar, Basti, Sant Kabir Nagar, Mahrajganj, Gorakhpur, Kushinagar, Deoria, Azamgarh, Mau, Ballia, Jaunpur, Varanasi, Noida, Amethi",Not Available,Not Available,Not Available,VILL HAZIPUR POST HAZIPUR THASIL SOHAWAL THANA RAUNAHI DIST FAIZABAD,FAIZABAD,UTTAR PRADESH,Not Available,Not Available,icafzd(at)gmail[dot]com,"{' HARISH SINGH': 'President', ' ISHWAR CHANDRA': 'Founder', ' JANMEJAY SINGH SHAH': 'Secretary', ' ARCHANA MAURYA': 'Vice President', ' KAUSHAL KISHOR TIWARI': 'Treasurer', ' RAJENDRA VERMA ': 'Member', ' PURUSHOTTAM': 'Co Secretary'}","{' HARISH SINGH': 'Available', ' ISHWAR CHANDRA': 'Available', ' JANMEJAY SINGH SHAH': 'Available', ' ARCHANA MAURYA': 'Available', ' KAUSHAL KISHOR TIWARI': 'Available', ' RAJENDRA VERMA ': 'Available', ' PURUSHOTTAM': 'Available'}","{' HARISH SINGH': 'Available', ' ISHWAR CHANDRA': 'Available', ' JANMEJAY SINGH SHAH': 'Available', ' ARCHANA MAURYA': 'Available', ' KAUSHAL KISHOR TIWARI': 'Available', ' RAJENDRA VERMA ': 'Available', ' PURUSHOTTAM': 'Available'}",{'2017-2018': 'Not Specified'},{'2017-2018': 'Not Specified'},{'2017-2018': 'Any Other'},{'2017-2018': 'no any fund collects in financial  year 2017-18'},34,76,194,100
YOG MAHAVIDHAYALYA,UP/2017/0180689,Registrar of Societies,Registered Societies (Non-Government),702,Available,Available,SOCIETIES ACT,SAHARANPUR,UTTAR PRADESH,20-01-2003,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"YOG MAHAVIDHAYALYA, VILLAGE AND POST OFFICEBHAYLA KALAN, DISTT. SAHARANPUR",SAHARANPUR,UTTAR PRADESH,Not Available,Not Available,Rkarora197(at)yahoo[dot]com,"{' Rajpal Singh': 'Founder', ' Shiv Ratten Uppal': 'Member', ' Rajesh': 'Secretary'}","{' Rajpal Singh': 'Available', ' Shiv Ratten Uppal': 'Available', ' Rajesh': 'Available'}","{' Rajpal Singh': 'Available', ' Shiv Ratten Uppal': 'Available', ' Rajesh': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2014-2015': 'donation received from public and used for the purposes mentioned in Bye laws of society', '2015-2016': 'donation received from public and used for the purposes mentioned in Bye laws of society', '2016-2017': 'donation received from public and used for the purposes mentioned in Bye laws of society', '2017-2018': 'donation received from public and used for the purposes mentioned in Bye laws of society'}",34,77,194,100
YOG SADHANA AVAM YUVA VIKAS SANSTHAN,UP/2018/0193482,Registrar of Societies,Registered Societies (Non-Government),573/1993-94,Available,Available,1860,GHAZIPUR,UTTAR PRADESH,25-11-1993,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Housing,Human Rights,Information &amp; Communication Technology,Labour &amp; Employment,Land Resources,Legal Awareness &amp; Aid,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Minority Issues,New &amp; Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Scientific &amp; Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Water Resources,Women's Development &amp; Empowerment,Youth Affairs,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Saharanpur, Muzaffarnagar, Bijnor, Moradabad, Rampur, Jyotiba Phule Nagar, Meerut, Baghpat, Ghaziabad, Gautam Buddha Nagar, Bulandshahr , Aligarh, Hathras, Mathura, Agra, Firozabad, Mainpuri, Budaun, Bareilly, Pilibhit, Shahjahanpur, Kheri, Sitapur, Hardoi, Unnao, Lucknow, Rae Bareli, Farrukhabad, Kannauj, Etawah, Auraiya, Kanpur Dehat, Kanpur Nagar, Jalaun , Jhansi, Lalitpur, Hamirpur, Mahoba, Banda, Chitrakoot, Fatehpur, Pratapgarh, Kaushambi, Prayagraj, Bara Banki, Faizabad, Ambedkar Nagar, Sultanpur, Bahraich, Shrawasti, Balrampur, Gonda, Siddharthnagar, Basti, Sant Kabir Nagar, Mahrajganj, Gorakhpur, Kushinagar, Deoria, Azamgarh, Mau, Ballia, Jaunpur, Ghazipur, Chandauli, Varanasi, Sant Ravidas Nagar (Bhadohi), Mirzapur, Sonbhadra, Etah, Kanshiram Nagar, Noida, Sambhal, Shamli, Hapur, Amethi",Not Available,Not Available,HEALTH AWARENESS ACTIVITIES EDUCATIONAL ACTIVITIES AWARENESS CAMP FOR MOTHER AND CHILD CARE VOCATIONAL TRAINING PROGRAMS,"VILL-SULTAPUR,POST-KUNDESAR",GHAZIPUR,UTTAR PRADESH,Not Available,Not Available,yogsadhanagzp(at)gmail[dot]com,"{' ANGAD SINGH YADAV': 'Treasurer', ' SURENDRA YADAV': 'President', ' PARAS NATH YADAV': 'Secretary'}","{' ANGAD SINGH YADAV': 'Available', ' SURENDRA YADAV': 'Available', ' PARAS NATH YADAV': 'Available'}","{' ANGAD SINGH YADAV': 'Available', ' SURENDRA YADAV': 'Available', ' PARAS NATH YADAV': 'Available'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified'}","{'2013-2014': 'Any Other', '2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other'}","{'2013-2014': 'not recived any fund', '2014-2015': 'not recived any fund', '2015-2016': 'not recived any fund', '2016-2017': 'not recived any fund'}",34,78,194,100
YOG SANSTHAN,UP/2021/0278586,Registrar of Societies,Registered Societies (Non-Government),476/2000-01,Available,Available,"21,1860",CHITRAKOOT,UTTAR PRADESH,26-12-2000,"Education &amp; Literacy,Children",UTTAR PRADESH,UTTAR PRADESH-&gt;Chitrakoot,Available,137390013,"1-Female safety
2-Child safety
3-Solar Energy Awareness 
4-AWARNESS CAMPS
5- SPORTS",HEAD OFFICE RANIPUR BHATT POSTSITAPUR,CHITRAKOOT,UTTAR PRADESH,Not Available,Not Available,shyamsinghyogsansthan(at)gmail[dot]com,"{' SHYAM SINGH': 'Chairman', ' GEETA SINGH': 'Member', ' RAMSWAROOP SINGH': 'President', ' SHASHIKANT SINGH': 'Secretary', ' KANTI DEVI': 'Member', ' AJAY SINGH CHANDEL': 'Member', ' JITENDRA SINGH': 'Member'}","{' SHYAM SINGH': 'Available', ' GEETA SINGH': 'Available', ' RAMSWAROOP SINGH': 'Available', ' SHASHIKANT SINGH': 'Available', ' KANTI DEVI': 'Available', ' AJAY SINGH CHANDEL': 'Available', ' JITENDRA SINGH': 'Available'}","{' SHYAM SINGH': 'Available', ' GEETA SINGH': 'Available', ' RAMSWAROOP SINGH': 'Available', ' SHASHIKANT SINGH': 'Available', ' KANTI DEVI': 'Available', ' AJAY SINGH CHANDEL': 'Available', ' JITENDRA SINGH': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2016-2017': '1- CP SINGH AWASIYA INTER COLLEGEG CHAKLARAJRANI KARWI CHITRAKOOT\n2- CP SINGH AWASIYA VIDHYALAYA  KARWI CHITRAKOOT\n3- SHIVAJI INTER COLLEGE CHITRAGOKULPUR SITAPUR CHITRAKOOT\n4- SHIVAJI PUBLIC VIDHYALAYA KARWI CHITRAKOOT ', '2017-2018': '1- CP SINGH AWASIYA INTER COLLEGEG CHAKLARAJRANI KARWI CHITRAKOOT\n2- CP SINGH AWASIYA VIDHYALAYA  KARWI CHITRAKOOT\n3- SHIVAJI INTER COLLEGE CHITRAGOKULPUR SITAPUR CHITRAKOOT\n4- SHIVAJI PUBLIC VIDHYALAYA KARWI CHITRAKOOT ', '2018-2019': '1- CP SINGH AWASIYA INTER COLLEGEG CHAKLARAJRANI KARWI CHITRAKOOT\n2- CP SINGH AWASIYA VIDHYALAYA  KARWI CHITRAKOOT\n3- SHIVAJI INTER COLLEGE CHITRAGOKULPUR SITAPUR CHITRAKOOT\n4- SHIVAJI PUBLIC VIDHYALAYA KARWI CHITRAKOOT ', '2019-2020': '1- CP SINGH AWASIYA INTER COLLEGEG CHAKLARAJRANI KARWI CHITRAKOOT\n2- CP SINGH AWASIYA VIDHYALAYA  KARWI CHITRAKOOT\n3- SHIVAJI INTER COLLEGE CHITRAGOKULPUR SITAPUR CHITRAKOOT\n4- SHIVAJI PUBLIC VIDHYALAYA KARWI CHITRAKOOT ', '2020-2021': '1- CP SINGH AWASIYA INTER COLLEGEG CHAKLARAJRANI KARWI CHITRAKOOT\n2- CP SINGH AWASIYA VIDHYALAYA  KARWI CHITRAKOOT\n3- SHIVAJI INTER COLLEGE CHITRAGOKULPUR SITAPUR CHITRAKOOT\n4- SHIVAJI PUBLIC VIDHYALAYA KARWI CHITRAKOOT '}",34,79,194,100
YOG TIRTH YOG PRASHIKSHAN KENDRA,UP/2021/0290224,Sub-Registrar,Trust (Non-Government),202100739069545,Available,Available,INDIAN TRUST ACT 1882,GHAZIABAD,UTTAR PRADESH,09-07-2021,"Civic Issues,Dalit Upliftment,Education &amp; Literacy,Aged/Elderly,Food Processing,Health &amp; Family Welfare,Rural Development &amp; Poverty Alleviation,Women's Development &amp; Empowerment",UTTAR PRADESH,"UTTAR PRADESH-&gt;Ghaziabad, Meerut, Baghpat, Gautam Buddha Nagar, Budaun, Farrukhabad, Gonda",Not Available,Not Available,"We have feed number of people in rural areas, worked for the development of these areas by constructing temple, schools etc. our goal is to visit number of areas and reach to more people to uplift their skills.","UGF-03. PLOT NO-24/25, GANPATI TOWER, RAMBAGH COLONY, GOVINDPURAM, GHAZIABAD, UTTAR PRADESH- 201013",GHAZIABAD,UTTAR PRADESH,Not Available,Not Available,sangeeta097(at)gmail[dot]com,"{' SANGEETA': 'Treasurer', ' URVASHI TYAGI': 'Chairman', ' YOGESH': 'Secretary'}","{' SANGEETA': 'Available', ' URVASHI TYAGI': 'Available', ' YOGESH': 'Available'}","{' SANGEETA': 'Available', ' URVASHI TYAGI': 'Available', ' YOGESH': 'Available'}",{'2021-2022': 'Not Specified'},{'2021-2022': 'Not Specified'},{'2021-2022': 'Any Other'},"{'2021-2022': 'SOURCE OF FUNDS-\nBY CONSTRUCTING SCHOOLS IN RURAL AREAS, BY DOING WORKSHOPS FORF WOMEN UPLIFTMENT, BY FEEDING FOOD TO RURAL AREAS WE WILL CONNECT TO NUMBER OF NGOs AND PRIVATE LIMITED COMPANIES FOR FUNDING AND COLLABORATION.'}",34,80,194,100
Yoga Satsanga Samiti,UP/2018/0183121,Registrar of Societies,Registered Societies (Non-Government),428/1983-84,Available,Available,"Societies Registration Act, 1860",Jhunsi,UTTAR PRADESH,12-05-1983,"Art &amp; Culture,Civic Issues,Education &amp; Literacy",UTTAR PRADESH,UTTAR PRADESH-&gt;Prayagraj,Not Available,Not Available,Not Available,"Shri ShriMaharshi Patanjali Dham Parisar, Jhunsi, Allahabad",Jhunsi,UTTAR PRADESH,Not Available,Not Available,kriyayogajhunsiallahabad(at)gmail[dot]com,"{' Shri Swami Shri Yogi Satyam': 'President', ' Mukund Satyam': 'Vice President', ' Gyanmata Radha Satyam': 'Secretary', ' Shanti Mata': 'Joint Secretary', ' Yogmata Sthira Satyam': 'Treasurer', ' Daksha Satyam': 'Secretary', ' Ashwani Kumar Vohra': 'Board Member', ' Ram Kishore': 'Member'}","{' Shri Swami Shri Yogi Satyam': 'Available', ' Mukund Satyam': 'Available', ' Gyanmata Radha Satyam': 'Available', ' Shanti Mata': 'Available', ' Yogmata Sthira Satyam': 'Available', ' Daksha Satyam': 'Available', ' Ashwani Kumar Vohra': 'Available', ' Ram Kishore': 'Available'}","{' Shri Swami Shri Yogi Satyam': 'Available', ' Mukund Satyam': 'Available', ' Gyanmata Radha Satyam': 'Available', ' Shanti Mata': 'Available', ' Yogmata Sthira Satyam': 'Available', ' Daksha Satyam': 'Available', ' Ashwani Kumar Vohra': 'Available', ' Ram Kishore': 'Available'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified'}","{'2013-2014': 'Any Other', '2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other'}","{'2013-2014': 'Not Applicable', '2014-2015': 'Not Applicable', '2015-2016': 'Not Applicable', '2016-2017': 'Not Applicable'}",34,81,194,100
Yoga The Essence Of Life Foundation,UP/2020/0256853,Sub-Registrar,Trust (Non-Government),2268,Available,Available,ARTICLE 64 TRUST,NOIDA,UTTAR PRADESH,15-09-2017,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"HOUSE NO: 22 B,
SECTOR-61,
NOIDA",NOIDA,UTTAR PRADESH,Not Available,https://yogaessenceoflife.org/,info(at)yogaessenceoflife[dot]org,"{' MANISH MEHTA': 'President', ' SURESH MEHTA': 'Secretary', ' SUSHIL KUMAR MEHTA': 'Treasurer'}","{' MANISH MEHTA': 'Available', ' SURESH MEHTA': 'Available', ' SUSHIL KUMAR MEHTA': 'Available'}","{' MANISH MEHTA': 'Available', ' SURESH MEHTA': 'Available', ' SUSHIL KUMAR MEHTA': 'Available'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2017-2018': 'SELF FUNDING ', '2018-2019': 'Self Funding', '2019-2020': 'Self Funding'}",34,82,194,100
Yoga Welfare Foundation,UP/2019/0235835,Registrar of Societies,Registered Societies (Non-Government),481,Available,Available,Society Ragistraton Act ,Jhansi,UTTAR PRADESH,28-09-2012,Not Available,Not Available,Not Available,Not Available,Not Available,We are working in educational ,B-90 Awas Vikas Colony Nandanpura Jhansi,Jhansi,UTTAR PRADESH,Not Available,https://ngodarpan.gov.in,Firoj1061(at)rediffmail[dot]com,"{' Rahnuma Parveen': 'President', ' Mohd Parvez': 'Joint Secretary', ' Firoj Khan': 'Secretary'}","{' Rahnuma Parveen': 'Available', ' Mohd Parvez': 'Available', ' Firoj Khan': 'Available'}","{' Rahnuma Parveen': 'Available', ' Mohd Parvez': 'Available', ' Firoj Khan': 'Available'}",{'2015-2016': 'Not Specified'},{'2015-2016': 'Not Specified'},{'2015-2016': 'Any Other'},{'2015-2016': 'in educational field '},34,83,194,100
YOGASANA BOOK OF WORLD RECORD COUNCIL,UP/2022/0305218,Registrar of Companies,Private Sector Companies (Sec 8/25),U85300UP2021NPL155359,Available,Available,2013,SHATABDI PURAM,UTTAR PRADESH,12-11-2021,"Children,Education &amp; Literacy,Environment &amp; Forests,Food Processing",Not Available,Not Available,Not Available,Not Available,Not Available,"SHATABDI PURAM,GHAZIABAD,UTTAR PRADESH,INDIA -201001",SHATABDI PURAM,UTTAR PRADESH,Not Available,Not Available,helloyash[dot]yk(at)gmail.com,"{' YASH PARASHAR': 'President', ' ANKIT PARASHAR': 'Member', ' MALVIKA BAJPAI': 'Member'}","{' YASH PARASHAR': 'Available', ' ANKIT PARASHAR': 'Available', ' MALVIKA BAJPAI': 'Available'}","{' YASH PARASHAR': 'Available', ' ANKIT PARASHAR': 'Available', ' MALVIKA BAJPAI': 'Available'}",{'2021-2022': 'Not Specified'},{'2021-2022': 'Not Specified'},{'2021-2022': 'Any Other'},{'2021-2022': 'PUBLIC CONTRIBUTION'},34,84,194,100
Yogashram Sewa Samiti,UP/2020/0263902,Registrar of Societies,Registered Societies (Non-Government),910/2002-03,Available,Available,"Societies Registration Act 21, 1860",Lucknow,UTTAR PRADESH,23-07-2002,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Housing,Human Rights,Information &amp; Communication Technology,Labour &amp; Employment,Land Resources,Legal Awareness &amp; Aid,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Minority Issues,New &amp; Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Scientific &amp; Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Water Resources,Women's Development &amp; Empowerment,Youth Affairs,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Saharanpur, Muzaffarnagar, Bijnor, Moradabad, Rampur, Jyotiba Phule Nagar, Meerut, Baghpat, Ghaziabad, Gautam Buddha Nagar, Bulandshahr , Aligarh, Hathras, Mathura, Agra, Firozabad, Mainpuri, Budaun, Bareilly, Pilibhit, Shahjahanpur, Kheri, Sitapur, Hardoi, Unnao, Lucknow, Rae Bareli, Farrukhabad, Kannauj, Etawah, Auraiya, Kanpur Dehat, Kanpur Nagar, Jalaun , Jhansi, Lalitpur, Hamirpur, Mahoba, Banda, Chitrakoot, Fatehpur, Pratapgarh, Kaushambi, Prayagraj, Bara Banki, Faizabad, Ambedkar Nagar, Sultanpur, Bahraich, Shrawasti, Balrampur, Gonda, Siddharthnagar, Basti, Sant Kabir Nagar, Mahrajganj, Gorakhpur, Kushinagar, Deoria, Azamgarh, Mau, Ballia, Jaunpur, Ghazipur, Chandauli, Varanasi, Sant Ravidas Nagar (Bhadohi), Mirzapur, Sonbhadra, Etah, Kanshiram Nagar, Noida, Sambhal, Shamli, Hapur, Amethi",Not Available,Not Available,Road Safety Advocacy Animal Husbandry Dairying and Fisheries Aged Elderly Agriculture Art and Culture Biotechnology Children Civic Issues Differently Abled Disaster Management Dalit Upliftment Drinking Water Education and Literacy Environment and Forests Food Processing Health and Family Welfare HIV AIDS Housing Human Rights Information and Communication Technology Legal Awareness and Aid Labour and Employment Land Resources Micro Finance SHGs Minority Issues Micro Small and Medium Enterprises.,"589/35, Saleh Nagar, Bangla Bazar, Lucknow",Lucknow,UTTAR PRADESH,Not Available,Not Available,ysslko2002(at)gmail[dot]com,"{' Kaushal Kishore Maurya': 'President', ' Rajesh Kumar Yadav': 'Vice Chairman', ' Umesh Kumar': 'Manager'}","{' Kaushal Kishore Maurya': 'Available', ' Rajesh Kumar Yadav': 'Available', ' Umesh Kumar': 'Available'}","{' Kaushal Kishore Maurya': 'Available', ' Rajesh Kumar Yadav': 'Available', ' Umesh Kumar': 'Available'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2017-2018': 'Not Applicable', '2018-2019': 'Not Applicable', '2019-2020': 'Not Applicable', '2020-2021': 'Not Applicable'}",34,85,194,100
